gender,gender_num,race/ethnicity,race/ethnicity_num,parental level of education,ple_num,lunch,lunch_num,test preparation course,testprepcourse_num,math score,reading score,writing score,,,,,,,,,,,,,,,,,,,,,,,,,,,
male,1,group C,3,master's degree,1,free/reduced,1,none,0,0.47,0.54,0.54,,,,,,,,,,,,,,,,,,,,,,0.57,0.61,0.61,,,
female,0,group B,2,associate's degree,2,free/reduced,1,none,0,0.36,0.58,0.59,,,,,,,,,,,,,,,,,,,,,,0.57,0.61,0.61,,,
male,1,group D,4,some high school,6,standard,0,none,0,0.64,0.53,0.48,,,,,,,,,,,,,,,,,,,,,,0.57,0.61,0.61,,,
female,0,group D,4,some college,4,standard,0,completed,1,0.65,0.65,0.72,,,,,,,,,,,,,,,,,,,,,,0.57,0.61,0.61,,,
female,0,group C,3,some college,4,standard,0,none,0,0.5,0.64,0.65,,,,,,,,,,,,,,,,,,,,,,0.57,0.61,0.61,,,
male,1,group C,3,bachelor's degree,3,standard,0,completed,1,0.95,0.86,0.9,,,,,,,,,,,,,,,,,,,,,,0.57,0.61,0.61,,,
female,0,group D,4,some college,4,free/reduced,1,completed,1,0.5,0.72,0.73,,,,,,,,,,,,,,,,,,,,,,0.57,0.61,0.61,,,
male,1,group B,2,bachelor's degree,3,free/reduced,1,none,0,0.29,0.31,0.27,,,,,,,,,,,,,,,,,,,,,,0.57,0.61,0.61,,,
male,1,group B,2,associate's degree,2,standard,0,none,0,0.29,0.2,0.25,,,,,,,,,,,,,,,,,,,,,,0.58,0.61,0.61,,,
female,0,group E,5,bachelor's degree,3,free/reduced,1,completed,1,0.9,1,1,,,,,,,,,,,,,,,,,,,,,,0.58,0.61,0.61,,,
female,0,group D,4,master's degree,1,free/reduced,1,completed,1,0.47,0.6,0.7,,,,,,,,,,,,,,,,,,,,,,0.58,0.61,0.61,,,
male,1,group B,2,high school,5,free/reduced,1,none,0,0.5,0.27,0.28,,,,,,,,,,,,,,,,,,,,,,0.58,0.61,0.62,,,
male,1,group D,4,bachelor's degree,3,free/reduced,1,none,0,0.57,0.55,0.55,,,,,,,,,,,,,,,,,,,,,,0.58,0.61,0.62,,,
male,1,group B,2,some college,4,standard,0,completed,1,0.61,0.65,0.59,,,,,,,,,,,,,,,,,,,,,,0.58,0.61,0.62,,,
male,1,group A,1,bachelor's degree,3,standard,0,none,0,0.88,0.95,0.9,,,,,,,,,,,,,,,,,,,,,,0.58,0.61,0.62,,,
female,0,group C,3,some college,4,standard,0,none,0,0.36,0.47,0.4,,,,,,,,,,,,,,,,,,,,,,0.58,0.61,0.62,,,
female,0,group C,3,high school,5,free/reduced,1,completed,1,0.32,0.53,0.51,,,,,,,,,,,,,,,,,,,,,,0.58,0.62,0.62,,,
female,0,group E,5,high school,5,standard,0,none,0,0.65,0.74,0.61,,,,,,,,,,,,,,,,,,,,,,0.58,0.62,0.62,,,
male,1,group A,1,associate's degree,2,free/reduced,1,completed,1,0.18,0.37,0.36,,,,,,,,,,,,,,,,,,,,,,0.58,0.62,0.62,,,
male,1,group A,1,some college,4,standard,0,completed,1,0.47,0.31,0.35,,,,,,,,,,,,,,,,,,,,,,0.58,0.62,0.62,,,
female,0,group B,2,high school,5,standard,0,none,0,0.74,0.88,0.85,,,,,,,,,,,,,,,,,,,,,,0.58,0.62,0.62,,,
female,0,group B,2,some college,4,free/reduced,1,completed,1,0.29,0.39,0.43,,,,,,,,,,,,,,,,,,,,,,0.58,0.62,0.62,,,
female,0,group D,4,master's degree,1,standard,0,none,0,0.36,0.46,0.57,,,,,,,,,,,,,,,,,,,,,,0.58,0.62,0.62,,,
female,0,group D,4,some high school,6,standard,0,none,0,0.74,0.96,0.95,,,,,,,,,,,,,,,,,,,,,,0.58,0.62,0.62,,,
female,0,group E,5,some high school,6,standard,0,none,0,0.69,0.71,0.73,,,,,,,,,,,,,,,,,,,,,,0.58,0.62,0.62,,,
female,0,group D,4,bachelor's degree,3,free/reduced,1,none,0,0.5,0.62,0.7,,,,,,,,,,,,,,,,,,,,,,0.58,0.62,0.62,,,
female,0,group D,4,associate's degree,2,standard,0,completed,1,0.64,0.65,0.73,,,,,,,,,,,,,,,,,,,,,,0.58,0.62,0.62,,,
female,0,group D,4,some college,4,standard,0,none,0,0.58,0.68,0.69,,,,,,,,,,,,,,,,,,,,,,0.58,0.62,0.62,,,
female,0,group C,3,associate's degree,2,standard,0,none,0,0.53,0.67,0.68,,,,,,,,,,,,,,,,,,,,,,0.58,0.62,0.62,,,
female,0,group A,1,high school,5,standard,0,none,0,0.39,0.62,0.64,,,,,,,,,,,,,,,,,,,,,,0.58,0.62,0.62,,,
female,0,group C,3,bachelor's degree,3,free/reduced,1,none,0,0.24,0.48,0.48,,,,,,,,,,,,,,,,,,,,,,0.58,0.62,0.62,,,
female,0,group C,3,some college,4,standard,0,none,0,0.37,0.5,0.53,,,,,,,,,,,,,,,,,,,,,,0.58,0.62,0.62,,,
female,0,group A,1,some high school,6,standard,0,none,0,0.29,0.53,0.53,,,,,,,,,,,,,,,,,,,,,,0.58,0.62,0.62,,,
male,1,group C,3,some college,4,free/reduced,1,none,0,0.43,0.4,0.37,,,,,,,,,,,,,,,,,,,,,,0.58,0.62,0.62,,,
male,1,group A,1,some high school,6,standard,0,none,0,0.61,0.47,0.32,,,,,,,,,,,,,,,,,,,,,,0.58,0.62,0.62,,,
male,1,group E,5,bachelor's degree,3,standard,0,none,0,0.57,0.55,0.51,,,,,,,,,,,,,,,,,,,,,,0.58,0.62,0.62,,,
female,0,group E,5,high school,5,standard,0,none,0,0.65,0.67,0.64,,,,,,,,,,,,,,,,,,,,,,0.58,0.62,0.64,,,
female,0,group C,3,bachelor's degree,3,standard,0,completed,1,0.9,1,0.99,,,,,,,,,,,,,,,,,,,,,,0.58,0.62,0.64,,,
female,0,group C,3,bachelor's degree,3,standard,0,completed,1,0.4,0.71,0.62,,,,,,,,,,,,,,,,,,,,,,0.58,0.62,0.64,,,
male,1,group B,2,high school,5,free/reduced,1,none,0,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,0.58,0.62,0.64,,,
male,1,group A,1,some high school,6,standard,0,none,0,0.36,0.36,0.29,,,,,,,,,,,,,,,,,,,,,,0.59,0.62,0.64,,,
female,0,group D,4,high school,5,standard,0,none,0,0.58,0.68,0.64,,,,,,,,,,,,,,,,,,,,,,0.59,0.62,0.64,,,
female,0,group D,4,some high school,6,standard,0,none,0,0.53,0.75,0.74,,,,,,,,,,,,,,,,,,,,,,0.59,0.62,0.64,,,
female,0,group D,4,master's degree,1,standard,0,none,0,0.37,0.44,0.5,,,,,,,,,,,,,,,,,,,,,,0.59,0.62,0.64,,,
female,0,group C,3,high school,5,standard,0,none,0,0.03,0,0.05,,,,,,,,,,,,,,,,,,,,,,0.59,0.62,0.64,,,
female,0,group E,5,some college,4,standard,0,none,0,0.68,0.7,0.73,,,,,,,,,,,,,,,,,,,,,,0.59,0.62,0.64,,,
male,1,group D,4,high school,5,free/reduced,1,none,0,0.46,0.4,0.33,,,,,,,,,,,,,,,,,,,,,,0.59,0.64,0.64,,,
male,1,group D,4,master's degree,1,free/reduced,1,completed,1,0.79,0.85,0.87,,,,,,,,,,,,,,,,,,,,,,0.59,0.64,0.64,,,
male,1,group C,3,some high school,6,standard,0,none,0,0.66,0.61,0.48,,,,,,,,,,,,,,,,,,,,,,0.59,0.64,0.64,,,
female,0,group C,3,associate's degree,2,standard,0,none,0,0.8,0.78,0.76,,,,,,,,,,,,,,,,,,,,,,0.59,0.64,0.64,,,
female,0,group C,3,master's degree,1,free/reduced,1,none,0,0.18,0.41,0.37,,,,,,,,,,,,,,,,,,,,,,0.59,0.64,0.64,,,
female,0,group E,5,some college,4,standard,0,none,0,0.47,0.5,0.48,,,,,,,,,,,,,,,,,,,,,,0.59,0.64,0.64,,,
female,0,group B,2,associate's degree,2,standard,0,none,0,0.43,0.48,0.53,,,,,,,,,,,,,,,,,,,,,,0.59,0.64,0.64,,,
male,1,group D,4,some college,4,free/reduced,1,completed,1,0.58,0.44,0.5,,,,,,,,,,,,,,,,,,,,,,0.59,0.64,0.64,,,
female,0,group C,3,some college,4,standard,0,none,0,0.43,0.43,0.54,,,,,,,,,,,,,,,,,,,,,,0.59,0.64,0.64,,,
male,1,group C,3,bachelor's degree,3,standard,0,completed,1,0.92,0.86,0.88,,,,,,,,,,,,,,,,,,,,,,0.59,0.64,0.64,,,
female,0,group C,3,associate's degree,2,standard,0,none,0,0.53,0.68,0.65,,,,,,,,,,,,,,,,,,,,,,0.59,0.64,0.64,,,
female,0,group A,1,associate's degree,2,standard,0,none,0,0.76,0.91,0.91,,,,,,,,,,,,,,,,,,,,,,0.59,0.64,0.64,,,
female,0,group C,3,high school,5,standard,0,none,0,0.46,0.55,0.62,,,,,,,,,,,,,,,,,,,,,,0.61,0.64,0.64,,,
female,0,group E,5,bachelor's degree,3,standard,0,none,0,0.14,0.23,0.16,,,,,,,,,,,,,,,,,,,,,,0.61,0.64,0.64,,,
male,1,group D,4,bachelor's degree,3,standard,0,none,0,0.84,0.7,0.77,,,,,,,,,,,,,,,,,,,,,,0.61,0.64,0.64,,,
male,1,group D,4,master's degree,1,standard,0,none,0,0.94,0.74,0.79,,,,,,,,,,,,,,,,,,,,,,0.61,0.64,0.64,,,
male,1,group C,3,associate's degree,2,free/reduced,1,completed,1,0.53,0.62,0.57,,,,,,,,,,,,,,,,,,,,,,0.61,0.64,0.64,,,
female,0,group C,3,high school,5,free/reduced,1,none,0,0.11,0.46,0.37,,,,,,,,,,,,,,,,,,,,,,0.61,0.64,0.64,,,
male,1,group B,2,bachelor's degree,3,free/reduced,1,none,0,0.48,0.48,0.4,,,,,,,,,,,,,,,,,,,,,,0.61,0.64,0.65,,,
male,1,group C,3,high school,5,free/reduced,1,completed,1,0.43,0.31,0.35,,,,,,,,,,,,,,,,,,,,,,0.61,0.64,0.65,,,
male,1,group A,1,some college,4,standard,0,completed,1,1,0.95,0.81,,,,,,,,,,,,,,,,,,,,,,0.61,0.64,0.65,,,
female,0,group E,5,bachelor's degree,3,free/reduced,1,none,0,0.47,0.41,0.48,,,,,,,,,,,,,,,,,,,,,,0.61,0.64,0.65,,,
male,1,group D,4,some college,4,standard,0,completed,1,1,0.96,0.99,,,,,,,,,,,,,,,,,,,,,,0.61,0.64,0.65,,,
male,1,group B,2,associate's degree,2,free/reduced,1,completed,1,0.58,0.58,0.5,,,,,,,,,,,,,,,,,,,,,,0.61,0.64,0.65,,,
male,1,group D,4,associate's degree,2,standard,0,none,0,0.47,0.27,0.27,,,,,,,,,,,,,,,,,,,,,,0.61,0.64,0.65,,,
male,1,group D,4,some college,4,free/reduced,1,none,0,0.31,0.4,0.27,,,,,,,,,,,,,,,,,,,,,,0.61,0.64,0.65,,,
female,0,group C,3,some high school,6,standard,0,completed,1,0.24,0.31,0.39,,,,,,,,,,,,,,,,,,,,,,0.61,0.64,0.65,,,
male,1,group D,4,some college,4,standard,0,none,0,0.55,0.5,0.59,,,,,,,,,,,,,,,,,,,,,,0.61,0.64,0.65,,,
male,1,group B,2,high school,5,standard,0,none,0,0.72,0.44,0.53,,,,,,,,,,,,,,,,,,,,,,0.61,0.64,0.65,,,
female,0,group B,2,bachelor's degree,3,standard,0,completed,1,0.54,0.64,0.74,,,,,,,,,,,,,,,,,,,,,,0.61,0.64,0.65,,,
female,0,group C,3,high school,5,standard,0,none,0,0.66,0.84,0.8,,,,,,,,,,,,,,,,,,,,,,0.61,0.64,0.65,,,
male,1,group D,4,some high school,6,standard,0,none,0,0.79,0.78,0.73,,,,,,,,,,,,,,,,,,,,,,0.61,0.64,0.65,,,
male,1,group A,1,high school,5,standard,0,none,0,0.61,0.64,0.51,,,,,,,,,,,,,,,,,,,,,,0.61,0.64,0.65,,,
female,0,group B,2,high school,5,free/reduced,1,completed,1,0.55,0.72,0.74,,,,,,,,,,,,,,,,,,,,,,0.61,0.65,0.65,,,
female,0,group D,4,some high school,6,standard,0,completed,1,0.73,0.89,0.84,,,,,,,,,,,,,,,,,,,,,,0.61,0.65,0.65,,,
male,1,group E,5,some college,4,standard,0,none,0,0.81,0.67,0.65,,,,,,,,,,,,,,,,,,,,,,0.61,0.65,0.65,,,
female,0,group D,4,associate's degree,2,standard,0,none,0,0.68,0.64,0.64,,,,,,,,,,,,,,,,,,,,,,0.61,0.65,0.65,,,
male,1,group D,4,high school,5,standard,0,none,0,0.2,0.33,0.33,,,,,,,,,,,,,,,,,,,,,,0.61,0.65,0.65,,,
female,0,group D,4,associate's degree,2,free/reduced,1,completed,1,0.65,0.84,0.87,,,,,,,,,,,,,,,,,,,,,,0.62,0.65,0.65,,,
female,0,group B,2,some high school,6,free/reduced,1,none,0,0.62,0.74,0.72,,,,,,,,,,,,,,,,,,,,,,0.62,0.65,0.65,,,
female,0,group E,5,high school,5,standard,0,completed,1,0.65,0.71,0.73,,,,,,,,,,,,,,,,,,,,,,0.62,0.65,0.65,,,
male,1,group B,2,high school,5,standard,0,none,0,0.59,0.51,0.46,,,,,,,,,,,,,,,,,,,,,,0.62,0.65,0.65,,,
female,0,group B,2,bachelor's degree,3,standard,0,completed,1,0.53,0.74,0.74,,,,,,,,,,,,,,,,,,,,,,0.62,0.65,0.65,,,
female,0,group D,4,associate's degree,2,standard,0,none,0,0.44,0.58,0.53,,,,,,,,,,,,,,,,,,,,,,0.62,0.65,0.65,,,
female,0,group E,5,high school,5,free/reduced,1,none,0,0.51,0.47,0.57,,,,,,,,,,,,,,,,,,,,,,0.62,0.65,0.65,,,
female,0,group B,2,high school,5,standard,0,none,0,0.32,0.34,0.39,,,,,,,,,,,,,,,,,,,,,,0.62,0.65,0.65,,,
female,0,group D,4,some college,4,standard,0,completed,1,0.58,0.71,0.74,,,,,,,,,,,,,,,,,,,,,,0.62,0.65,0.65,,,
male,1,group C,3,some high school,6,free/reduced,1,completed,1,0.33,0.39,0.36,,,,,,,,,,,,,,,,,,,,,,0.62,0.65,0.65,,,
female,0,group A,1,high school,5,standard,0,completed,1,0.57,0.72,0.68,,,,,,,,,,,,,,,,,,,,,,0.62,0.65,0.65,,,
female,0,group D,4,some college,4,standard,0,completed,1,0.8,0.81,0.98,,,,,,,,,,,,,,,,,,,,,,0.62,0.65,0.65,,,
female,0,group A,1,associate's degree,2,standard,0,completed,1,0.53,0.58,0.65,,,,,,,,,,,,,,,,,,,,,,0.62,0.65,0.65,,,
female,0,group B,2,some high school,6,standard,0,none,0,0.64,0.71,0.72,,,,,,,,,,,,,,,,,,,,,,0.62,0.65,0.65,,,
female,0,group B,2,some college,4,standard,0,none,0,0.48,0.54,0.55,,,,,,,,,,,,,,,,,,,,,,0.62,0.65,0.65,,,
male,1,group C,3,associate's degree,2,free/reduced,1,none,0,0.69,0.54,0.51,,,,,,,,,,,,,,,,,,,,,,0.62,0.65,0.66,,,
male,1,group D,4,some high school,6,standard,0,none,0,0.58,0.53,0.47,,,,,,,,,,,,,,,,,,,,,,0.62,0.65,0.66,,,
female,0,group D,4,associate's degree,2,free/reduced,1,none,0,0.22,0.44,0.43,,,,,,,,,,,,,,,,,,,,,,0.62,0.65,0.66,,,
male,1,group D,4,associate's degree,2,standard,0,none,0,0.87,0.82,0.8,,,,,,,,,,,,,,,,,,,,,,0.64,0.65,0.66,,,
male,1,group C,3,some college,4,free/reduced,1,none,0,0.65,0.68,0.64,,,,,,,,,,,,,,,,,,,,,,0.64,0.65,0.66,,,
male,1,group C,3,some high school,6,standard,0,none,0,0.64,0.53,0.5,,,,,,,,,,,,,,,,,,,,,,0.64,0.65,0.66,,,
female,0,group D,4,some college,4,free/reduced,1,none,0,0.39,0.6,0.58,,,,,,,,,,,,,,,,,,,,,,0.64,0.67,0.66,,,
female,0,group C,3,high school,5,standard,0,none,0,0.53,0.57,0.55,,,,,,,,,,,,,,,,,,,,,,0.64,0.67,0.66,,,
male,1,group D,4,associate's degree,2,standard,0,none,0,0.73,0.48,0.5,,,,,,,,,,,,,,,,,,,,,,0.64,0.67,0.66,,,
female,0,group C,3,some high school,6,free/reduced,1,completed,1,0.32,0.44,0.46,,,,,,,,,,,,,,,,,,,,,,0.64,0.67,0.66,,,
female,0,group C,3,some college,4,free/reduced,1,completed,1,0.5,0.62,0.61,,,,,,,,,,,,,,,,,,,,,,0.64,0.67,0.66,,,
female,0,group B,2,bachelor's degree,3,free/reduced,1,none,0,0.69,0.79,0.83,,,,,,,,,,,,,,,,,,,,,,0.64,0.67,0.66,,,
male,1,group C,3,some college,4,standard,0,none,0,0.64,0.64,0.47,,,,,,,,,,,,,,,,,,,,,,0.64,0.67,0.66,,,
male,1,group D,4,associate's degree,2,standard,0,completed,1,0.74,0.61,0.69,,,,,,,,,,,,,,,,,,,,,,0.64,0.67,0.66,,,
female,0,group C,3,high school,5,free/reduced,1,none,0,0.54,0.67,0.57,,,,,,,,,,,,,,,,,,,,,,0.64,0.67,0.66,,,
male,1,group D,4,associate's degree,2,free/reduced,1,none,0,0.35,0.4,0.32,,,,,,,,,,,,,,,,,,,,,,0.64,0.67,0.66,,,
female,0,group C,3,some college,4,standard,0,none,0,0.58,0.7,0.68,,,,,,,,,,,,,,,,,,,,,,0.64,0.67,0.66,,,
female,0,group C,3,associate's degree,2,standard,0,completed,1,0.53,0.78,0.79,,,,,,,,,,,,,,,,,,,,,,0.64,0.67,0.66,,,
female,0,group D,4,high school,5,standard,0,completed,1,0.58,0.68,0.7,,,,,,,,,,,,,,,,,,,,,,0.64,0.67,0.66,,,
female,0,group B,2,some college,4,standard,0,completed,1,0.32,0.5,0.54,,,,,,,,,,,,,,,,,,,,,,0.64,0.67,0.66,,,
female,0,group E,5,some college,4,standard,0,completed,1,0.64,0.7,0.68,,,,,,,,,,,,,,,,,,,,,,0.64,0.67,0.66,,,
female,0,group C,3,some high school,6,standard,0,completed,1,0.59,0.75,0.68,,,,,,,,,,,,,,,,,,,,,,0.64,0.67,0.66,,,
male,1,group D,4,associate's degree,2,free/reduced,1,none,0,0.74,0.65,0.7,,,,,,,,,,,,,,,,,,,,,,0.64,0.67,0.68,,,
male,1,group D,4,some college,4,free/reduced,1,none,0,0.5,0.46,0.46,,,,,,,,,,,,,,,,,,,,,,0.64,0.67,0.68,,,
female,0,group D,4,high school,5,standard,0,none,0,0.55,0.61,0.65,,,,,,,,,,,,,,,,,,,,,,0.64,0.67,0.68,,,
male,1,group B,2,high school,5,standard,0,none,0,0.46,0.55,0.46,,,,,,,,,,,,,,,,,,,,,,0.64,0.67,0.68,,,
male,1,group B,2,high school,5,standard,0,none,0,0.48,0.37,0.37,,,,,,,,,,,,,,,,,,,,,,0.64,0.67,0.68,,,
female,0,group C,3,some high school,6,free/reduced,1,completed,1,0.03,0.16,0.24,,,,,,,,,,,,,,,,,,,,,,0.64,0.67,0.68,,,
male,1,group B,2,some college,4,standard,0,completed,1,0.48,0.53,0.57,,,,,,,,,,,,,,,,,,,,,,0.64,0.67,0.68,,,
female,0,group E,5,master's degree,1,standard,0,completed,1,0.92,0.99,1,,,,,,,,,,,,,,,,,,,,,,0.64,0.67,0.68,,,
male,1,group E,5,some college,4,standard,0,completed,1,0.8,0.65,0.57,,,,,,,,,,,,,,,,,,,,,,0.65,0.67,0.68,,,
male,1,group D,4,associate's degree,2,free/reduced,1,none,0,0.69,0.7,0.64,,,,,,,,,,,,,,,,,,,,,,0.65,0.68,0.68,,,
male,1,group A,1,high school,5,free/reduced,1,none,0,0.36,0.41,0.24,,,,,,,,,,,,,,,,,,,,,,0.65,0.68,0.68,,,
male,1,group E,5,some college,4,free/reduced,1,none,0,0.91,0.86,0.77,,,,,,,,,,,,,,,,,,,,,,0.65,0.68,0.68,,,
female,0,group C,3,associate's degree,2,standard,0,none,0,0.31,0.34,0.36,,,,,,,,,,,,,,,,,,,,,,0.65,0.68,0.68,,,
female,0,group E,5,associate's degree,2,free/reduced,1,none,0,0.64,0.67,0.7,,,,,,,,,,,,,,,,,,,,,,0.65,0.68,0.68,,,
female,0,group C,3,bachelor's degree,3,free/reduced,1,completed,1,0.54,0.64,0.74,,,,,,,,,,,,,,,,,,,,,,0.65,0.68,0.68,,,
female,0,group D,4,associate's degree,2,standard,0,none,0,0.69,0.68,0.64,,,,,,,,,,,,,,,,,,,,,,0.65,0.68,0.68,,,
female,0,group C,3,some high school,6,standard,0,none,0,0.31,0.48,0.4,,,,,,,,,,,,,,,,,,,,,,0.65,0.68,0.68,,,
female,0,group D,4,some college,4,free/reduced,1,none,0,0.72,0.85,0.81,,,,,,,,,,,,,,,,,,,,,,0.65,0.68,0.68,,,
female,0,group C,3,associate's degree,2,standard,0,completed,1,0.66,0.75,0.87,,,,,,,,,,,,,,,,,,,,,,0.65,0.68,0.68,,,
female,0,group A,1,bachelor's degree,3,standard,0,none,0,0.44,0.61,0.59,,,,,,,,,,,,,,,,,,,,,,0.65,0.68,0.68,,,
female,0,group D,4,associate's degree,2,standard,0,completed,1,0.42,0.7,0.72,,,,,,,,,,,,,,,,,,,,,,0.65,0.68,0.68,,,
male,1,group C,3,high school,5,free/reduced,1,none,0,0.54,0.53,0.44,,,,,,,,,,,,,,,,,,,,,,0.65,0.68,0.68,,,
female,0,group E,5,bachelor's degree,3,standard,0,completed,1,0.72,0.74,0.76,,,,,,,,,,,,,,,,,,,,,,0.65,0.68,0.68,,,
female,0,group B,2,some high school,6,standard,0,none,0,0.42,0.54,0.62,,,,,,,,,,,,,,,,,,,,,,0.65,0.68,0.68,,,
male,1,group A,1,bachelor's degree,3,standard,0,completed,1,0.83,0.78,0.83,,,,,,,,,,,,,,,,,,,,,,0.65,0.68,0.68,,,
female,0,group D,4,some college,4,standard,0,none,0,0.5,0.5,0.55,,,,,,,,,,,,,,,,,,,,,,0.65,0.68,0.69,,,
female,0,group B,2,some high school,6,free/reduced,1,completed,1,0.44,0.48,0.51,,,,,,,,,,,,,,,,,,,,,,0.65,0.68,0.69,,,
male,1,group A,1,bachelor's degree,3,free/reduced,1,none,0,0.48,0.61,0.53,,,,,,,,,,,,,,,,,,,,,,0.65,0.68,0.69,,,
male,1,group D,4,high school,5,standard,0,none,0,0.27,0.08,0.13,,,,,,,,,,,,,,,,,,,,,,0.65,0.68,0.69,,,
male,1,group C,3,some college,4,standard,0,none,0,0.54,0.43,0.35,,,,,,,,,,,,,,,,,,,,,,0.65,0.68,0.69,,,
male,1,group D,4,high school,5,standard,0,none,0,0.85,0.82,0.72,,,,,,,,,,,,,,,,,,,,,,0.65,0.68,0.69,,,
female,0,group D,4,associate's degree,2,free/reduced,1,completed,1,0.21,0.46,0.43,,,,,,,,,,,,,,,,,,,,,,0.65,0.68,0.69,,,
male,1,group C,3,some college,4,standard,0,completed,1,0.91,0.78,0.87,,,,,,,,,,,,,,,,,,,,,,0.65,0.68,0.69,,,
female,0,group E,5,some high school,6,standard,0,completed,1,0.73,0.79,0.8,,,,,,,,,,,,,,,,,,,,,,0.66,0.7,0.69,,,
female,0,group D,4,some college,4,standard,0,none,0,0.98,1,0.99,,,,,,,,,,,,,,,,,,,,,,0.66,0.7,0.69,,,
male,1,group D,4,master's degree,1,standard,0,none,0,0.74,0.74,0.79,,,,,,,,,,,,,,,,,,,,,,0.66,0.7,0.69,,,
female,0,group B,2,some high school,6,standard,0,completed,1,0.46,0.58,0.65,,,,,,,,,,,,,,,,,,,,,,0.66,0.7,0.69,,,
female,0,group B,2,associate's degree,2,free/reduced,1,completed,1,0.68,0.92,0.83,,,,,,,,,,,,,,,,,,,,,,0.66,0.7,0.69,,,
male,1,group C,3,associate's degree,2,standard,0,completed,1,0.64,0.7,0.62,,,,,,,,,,,,,,,,,,,,,,0.66,0.7,0.69,,,
female,0,group C,3,associate's degree,2,standard,0,completed,1,0.95,0.95,0.99,,,,,,,,,,,,,,,,,,,,,,0.66,0.7,0.69,,,
female,0,group C,3,high school,5,standard,0,none,0,0.68,0.67,0.65,,,,,,,,,,,,,,,,,,,,,,0.66,0.7,0.69,,,
male,1,group E,5,associate's degree,2,free/reduced,1,completed,1,0.88,0.62,0.73,,,,,,,,,,,,,,,,,,,,,,0.66,0.7,0.69,,,
female,0,group C,3,some college,4,free/reduced,1,none,0,0.48,0.61,0.59,,,,,,,,,,,,,,,,,,,,,,0.66,0.7,0.69,,,
male,1,group D,4,some high school,6,free/reduced,1,completed,1,0.39,0.43,0.44,,,,,,,,,,,,,,,,,,,,,,0.66,0.7,0.69,,,
female,0,group B,2,some high school,6,free/reduced,1,completed,1,0.65,0.86,0.84,,,,,,,,,,,,,,,,,,,,,,0.66,0.7,0.69,,,
male,1,group C,3,high school,5,standard,0,none,0,0.32,0.27,0.21,,,,,,,,,,,,,,,,,,,,,,0.66,0.7,0.69,,,
male,1,group B,2,some college,4,standard,0,none,0,0.28,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,0.66,0.7,0.69,,,
male,1,group E,5,some college,4,standard,0,completed,1,0.74,0.64,0.61,,,,,,,,,,,,,,,,,,,,,,0.66,0.7,0.69,,,
female,0,group E,5,associate's degree,2,standard,0,completed,1,0.53,0.65,0.69,,,,,,,,,,,,,,,,,,,,,,0.66,0.7,0.69,,,
male,1,group E,5,some high school,6,standard,0,completed,1,0.57,0.31,0.42,,,,,,,,,,,,,,,,,,,,,,0.66,0.7,0.7,,,
female,0,group D,4,high school,5,free/reduced,1,none,0,0.64,0.89,0.79,,,,,,,,,,,,,,,,,,,,,,0.66,0.7,0.7,,,
male,1,group C,3,some college,4,standard,0,none,0,0.36,0.15,0.14,,,,,,,,,,,,,,,,,,,,,,0.66,0.7,0.7,,,
female,0,group B,2,associate's degree,2,free/reduced,1,completed,1,0.57,0.68,0.73,,,,,,,,,,,,,,,,,,,,,,0.66,0.7,0.7,,,
male,1,group A,1,some high school,6,free/reduced,1,none,0,0.39,0.24,0.22,,,,,,,,,,,,,,,,,,,,,,0.66,0.7,0.7,,,
female,0,group C,3,some college,4,standard,0,completed,1,0.83,0.85,0.92,,,,,,,,,,,,,,,,,,,,,,0.68,0.7,0.7,,,
male,1,group D,4,some high school,6,standard,0,none,0,0.39,0.26,0.24,,,,,,,,,,,,,,,,,,,,,,0.68,0.7,0.7,,,
female,0,group E,5,some college,4,free/reduced,1,none,0,0.36,0.41,0.42,,,,,,,,,,,,,,,,,,,,,,0.68,0.7,0.7,,,
male,1,group C,3,master's degree,1,standard,0,none,0,0.55,0.4,0.44,,,,,,,,,,,,,,,,,,,,,,0.68,0.7,0.7,,,
male,1,group C,3,associate's degree,2,standard,0,none,0,0.9,0.71,0.79,,,,,,,,,,,,,,,,,,,,,,0.68,0.7,0.7,,,
female,0,group B,2,some college,4,free/reduced,1,completed,1,0.36,0.53,0.64,,,,,,,,,,,,,,,,,,,,,,0.68,0.7,0.7,,,
male,1,group D,4,associate's degree,2,standard,0,none,0,0.74,0.6,0.64,,,,,,,,,,,,,,,,,,,,,,0.68,0.71,0.7,,,
male,1,group C,3,high school,5,free/reduced,1,none,0,0.47,0.44,0.39,,,,,,,,,,,,,,,,,,,,,,0.68,0.71,0.7,,,
male,1,group D,4,bachelor's degree,3,standard,0,none,0,0.73,0.62,0.62,,,,,,,,,,,,,,,,,,,,,,0.68,0.71,0.7,,,
female,0,group A,1,associate's degree,2,free/reduced,1,none,0,0.14,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,0.68,0.71,0.7,,,
female,0,group C,3,high school,5,standard,0,none,0,0.74,0.78,0.76,,,,,,,,,,,,,,,,,,,,,,0.68,0.71,0.7,,,
female,0,group C,3,associate's degree,2,standard,0,completed,1,0.44,0.62,0.62,,,,,,,,,,,,,,,,,,,,,,0.68,0.71,0.7,,,
male,1,group B,2,some college,4,free/reduced,1,none,0,0.39,0.37,0.28,,,,,,,,,,,,,,,,,,,,,,0.68,0.71,0.7,,,
